LOCALIDADE;LATITUDE;LONGITUDE;REGIAO;STATUS;QTD_REGISTROS
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
QUEIMADOS;-22.7106;-43.5518;Baixada Fluminense;FORA DO MUNICIPIO;1
MARICA;-22.9194;-42.8186;Leste Metropolitano;FORA DO MUNICIPIO;1
PARACAMBI;-22.6078;-43.7108;Baixada Fluminense;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
ARARUAMA;-22.8727;-42.3434;Região dos Lagos;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
ITABORAI;-22.7448;-42.8597;Grande Niterói;FORA DO MUNICIPIO;1
BELFORD ROXO;-22.764;-43.3992;Baixada Fluminense;FORA DO MUNICIPIO;1
MAGE;-22.6556;-43.0402;Baixada Fluminense;FORA DO MUNICIPIO;1
MARICA;-22.9194;-42.8186;Leste Metropolitano;FORA DO MUNICIPIO;1
ITABORAI;-22.7448;-42.8597;Grande Niterói;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
QUEIMADOS;-22.7106;-43.5518;Baixada Fluminense;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
QUEIMADOS;-22.7106;-43.5518;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
SEROPEDICA;-22.7439;-43.7076;Baixada Fluminense;FORA DO MUNICIPIO;1
SAO JOAO DE MERITI;-22.8046;-43.3729;Baixada Fluminense;FORA DO MUNICIPIO;1
SILVA JARDIM;-22.6535;-42.3915;Baixadas Litorâneas;FORA DO MUNICIPIO;1
MARICA;-22.9194;-42.8186;Leste Metropolitano;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
MARICA;-22.9194;-42.8186;Leste Metropolitano;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
SAO JOAO DE MERITI;-22.8046;-43.3729;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
SAO GONCALO;-22.8268;-43.0634;Grande Niterói;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
SAO GONCALO;-22.8268;-43.0634;Grande Niterói;FORA DO MUNICIPIO;1
MAGE;-22.6556;-43.0402;Baixada Fluminense;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
BELFORD ROXO;-22.764;-43.3992;Baixada Fluminense;FORA DO MUNICIPIO;1
ITABORAI;-22.7448;-42.8597;Grande Niterói;FORA DO MUNICIPIO;1
ITABORAI;-22.7448;-42.8597;Grande Niterói;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
QUEIMADOS;-22.7106;-43.5518;Baixada Fluminense;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
SAO JOAO DE MERITI;-22.8046;-43.3729;Baixada Fluminense;FORA DO MUNICIPIO;1
QUEIMADOS;-22.7106;-43.5518;Baixada Fluminense;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
SAO JOAO DE MERITI;-22.8046;-43.3729;Baixada Fluminense;FORA DO MUNICIPIO;1
QUEIMADOS;-22.7106;-43.5518;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
MAGE;-22.6556;-43.0402;Baixada Fluminense;FORA DO MUNICIPIO;1
SAQUAREMA;-22.9324;-42.5099;Região dos Lagos;FORA DO MUNICIPIO;1
ITAGUAI;-22.8636;-43.7753;Costa Verde / Metropolitana;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
ITAGUAI;-22.8636;-43.7753;Costa Verde / Metropolitana;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
JAPERI;-22.6431;-43.6533;Baixada Fluminense;FORA DO MUNICIPIO;1
BELFORD ROXO;-22.764;-43.3992;Baixada Fluminense;FORA DO MUNICIPIO;1
BELFORD ROXO;-22.764;-43.3992;Baixada Fluminense;FORA DO MUNICIPIO;1
VILA IASABEL;-22.9068;-43.1729;Centro;BAIRRO RJ;1
BONSSUCESSO;-22.9068;-43.1729;Centro;BAIRRO RJ;1
BONSUCEESO;-22.9068;-43.1729;Centro;BAIRRO RJ;1
BONSUCESSO (MARE);-22.9068;-43.1729;Centro;BAIRRO RJ;1
ANDARAÍ;-22.9249;-43.2542;Zona Norte;BAIRRO RJ;1
VILA SAO SEBASTIAO / DUQUE DE CAXIAS;-22.9068;-43.1729;Centro;BAIRRO RJ;1
BAIRRO CARIOCA;-22.9068;-43.1729;Centro;BAIRRO RJ;1
ARAUJO DE COSMOS;-22.9068;-43.1729;Centro;BAIRRO RJ;1
SAO PEDRO DA ALDEIA;-22.8427;-42.1026;Região dos Lagos;FORA DO MUNICIPIO;1
NITEROI;-22.8832;-43.1034;Grande Niterói;FORA DO MUNICIPIO;1
ITABORAI;-22.7448;-42.8597;Grande Niterói;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
BELFORD ROXO;-22.764;-43.3992;Baixada Fluminense;FORA DO MUNICIPIO;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
VILA KENNEWDY;-22.9068;-43.1729;Centro;BAIRRO RJ;1
BANCÁRIOS;-22.9068;-43.1729;Centro;BAIRRO RJ;1
DUQUE DE CAXIAS;-22.7856;-43.3116;Baixada Fluminense;FORA DO MUNICIPIO;1
BELFORD ROXO;-22.764;-43.3992;Baixada Fluminense;FORA DO MUNICIPIO;1
BELFORD ROXO;-22.764;-43.3992;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
BELFORD ROXO;-22.764;-43.3992;Baixada Fluminense;FORA DO MUNICIPIO;1
ITAGUAI;-22.8636;-43.7753;Costa Verde / Metropolitana;FORA DO MUNICIPIO;1
QUEIMADOS;-22.7106;-43.5518;Baixada Fluminense;FORA DO MUNICIPIO;1
SAQUAREMA;-22.9324;-42.5099;Região dos Lagos;FORA DO MUNICIPIO;1
QUEIMADOS;-22.7106;-43.5518;Baixada Fluminense;FORA DO MUNICIPIO;1
NOVA IGUACU;-22.7592;-43.4511;Baixada Fluminense;FORA DO MUNICIPIO;1
NITEROI;-22.8832;-43.1034;Grande Niterói;FORA DO MUNICIPIO;1
SAO GONCALO;-22.8268;-43.0634;Grande Niterói;FORA DO MUNICIPIO;1
SAO GONCALO;-22.8268;-43.0634;Grande Niterói;FORA DO MUNICIPIO;1
QUEIMADOS;-22.7106;-43.5518;Baixada Fluminense;FORA DO MUNICIPIO;1
SAO GONCALO;-22.8268;-43.0634;Grande Niterói;FORA DO MUNICIPIO;1
QUEIMADOS;-22.7106;-43.5518;Baixada Fluminense;FORA DO MUNICIPIO;1
